``max_iter``	3	Set the number of search iterations.
``min_separation``	1.0	Set the minimum separation in deg for sources added in each iteration.
``model``	None	Set the source model dictionary.
``sources_per_iter``	3	
``sqrt_ts_threshold``	5.0	Set the threshold on sqrt(TS).
``tsmap_fitter``	tsmap	
