``loglike0``	`~float`	Pre-optimization log-likelihood value.
``loglike1``	`~float`	Post-optimization log-likelihood value.
``dloglike``	`~float`	Improvement in log-likehood value.
``config``	`~dict`	Copy of input configuration to this method.
